comment,label
工作电脑是惠普的，很不错，于是自己用的也想买惠普的，之前看的战66，后来涨价了，这个正好有活动就买了，配置和战66一样，价格也一样，颜值也高，配置也很不错，惠普大品牌，值得信赖,1
帮老姐抢的电脑，给高兴坏了，现在电脑是真的难抢啊，天天时不时的看有木有货，电脑很精细，适合女孩子使用_，正常使用都能满足,1
***产品，不要在京东买。服务差的很,0
怎么说呢，用了不到半个月死机重置了两次，连接专线人员也是一直让我重置重置，很无语,0
office是正版，电脑反应很快，开机只需5秒，背光键盘也很好，还送了鼠标，鼠标垫和电脑包，，京东快递很给力2天就到了，收货7天了一直在测试电脑，各项指标都很好，售后客服也非常好，耐心回答问题，非常满意，这个价位还能买到独立显卡，粉粉的也很独特，惠普究竟是大牌子，真的值得信任！！！,1
用了两天，键盘又不行了！之前买的联想另一款因为键盘不能打字，果断退了。这次问题重复出现，让大家怎么买你家电脑？？？,0
刚到到家就降了800，还不能保价,0
爱的魔力转圈圈！退出id登陆，转**一个小时圈没反应，账号退不出，这是啥？,0
很不错，屏幕大，用着也舒服，打LOL完全无压力,1
目前用过最最最满意的手机！拍照太高级了，无敌喜欢！，外形外观：手感相当好！，屏幕音效：超级棒，拍照效果：像素很高，无敌清晰，运行速度：跟国产机对比实在快太多太多了，待机时间：目前很久！，其他特色：颜色超级好看,1
宝贝已收到，客服指导特别认真有耐心，让我这个电脑小白自己分区，安装系统。现在已经安装完毕，可以用了,1
很高级的颜色 还可以指纹解锁  很轻薄 适合学生党工作党  活动也很优惠 喜欢的可以抓紧下手了！ 很流畅噢,1
一直拖到一两个星期之后才发货，,0
外形外观：外观简单时尚，虽然是12，但是依然很nice，非常不错，很好看，屏幕音效：屏幕清晰，很不错，大家都看到了，很好，声音很大，特别是音质很不错。，拍照效果：拍照效果很不错，1200w再加上iOS算法，真的是yyds,1
京东客服无耻至极，空话连篇。,0
收到电脑了，还可以，就是你们连电脑包都没有吗,0
连接热点一直没网辣鸡,0
无法连接无线投影仪，也是醉了！,0
垃圾电脑，天天白屏天天重启，天天白屏，我要一个白屏电脑干啥，钱花了给自己找气受的，劝大家别买，买来受气啊？天天白屏,0
这电脑我怀疑是旧翻新的，有时候开机的时候屏幕会出现液晶问题，有条纹，即闪，想拿手机拍照就又恢复正常了，还有时候会出现黑频，得关机了重启才能恢复，电脑机器运转声音也很大，天，这就是京东的质量吗，退货也麻烦，留着又感觉买了二手的,0
申请售后之后再一直没有回应 审核两天了，该怎么样都要有交待吧,0
运行速度：很快，屏幕效果：显示很棒，外形外观：很好看  ，音效非常好,1
特别轻薄，typec雷电口接高速硬盘能达到1200mb速度，无限鼠标可以插隐藏盖子里的USB口，装包里也不用担心挂掉，不用总拔插，设计很实用，HDMI接口都有比其他品牌薄本接口设计合理，不用依赖再购买多功能转接口，独显配置和高清2880很清晰，画面效果很好，图片等我拍几张,1
一点价格保护都没有！！！,0
618入手的RTX3050版本，价格是5299元。实在等不到华为的性能本了，就选择了一款兼具轻薄与性能的荣耀笔记本。整体做工比较精良，屏幕看起来也很舒服，比我之前用的电脑好太多了。但是在玩大型游戏时最好配一个散热器，不然会很烫。，有阉割版本的电脑管家，没有华为应用市场。不过虽然没有超级终端，但是依然可以操作出现在华为手机的超级终端里。,1
运行速度：很快！，屏幕效果：漂亮。，散热性能：目前很好。，外形外观：经典美观，轻薄程度：比2013款减重673克。,1
质量太差完全不贴合手机，京东品质越来越差,0
超级喜欢这款电脑，初恋粉很是令人心矿神怡，电脑本身网速也很快，还有语音助手协助开机，很新奇。,1
电脑很小巧比正常14寸的要小一点儿，屏幕很棒，接近无边框了，散热还可以，接口较少需要另买扩展坞，但有两个雷电4接口，很厉害，超级轻薄,1
运行速度：速度非常之快，屏幕效果：屏幕效果杠杠滴，散热性能：比较不错，外形外观：非常好看，轻薄程度：很薄,1
超级喜欢～～，外观简约大气。轻薄本的机身，游戏本的性能，玩游戏特别流畅。同价位难逢敌手。,1
运行速度：开机运行时间短，屏幕效果：比较柔和很舒服，外形外观：很美观，轻薄程度：外形好看,1
郁闷开箱就有划横！听筒缝隙大！哎！,0
电脑不错。手感很好，一点不输大牌，摸起来很有质感，还有隐形摄像头，感觉很不错，很小巧，很适合女孩子，，180度平面展开，非常方便，，超级喜欢,1
买的预售商品，过几天就收到啦。包装的也可以，外面一层京东包装箱，里面还有一层箱子。收到之后打开看了，颜值也很不错，是我喜欢的颜色。各种都很满意，等回头多用用可以看看效果。是非常成功的一次购物啦，不错哟。,1
电脑??真的太不错了，买给刚上大学的**，物超所值，设计完美，外观也很高大上，让人爱不释手。客服更是热情的没话说，这次购物很满意,1
用习惯了苯果系统，不想再换其他的了，新机系统依旧顺畅，从8p换来13p，体验感升级很多，三摄像头让人惊喜，特别喜欢，像素提升很多，对于我这种业余爱好摄影的人来说，很满足·夜景效果也比之前的手机提亮很多，拍月景也清晰，屏幕对比8是比较黄一点，已经关了原彩显示也是黄，不过不影响我的喜欢·续航正常，电池容量百分百，信号也正常·喜欢拍照的真心建议选购,1
外观设计得很好看，银灰色高档大气，很轻薄，运行速度快，屏幕清晰，键盘手感好，响应速度快，整体很满意。,1
真的不错，用起来很顺，目前还不知道有啥bug。推荐购买。发热用起来不咋发热，如果边充边用就会发烫。还好，速度也快，也不卡，赞一个。,1
外观颜值挺好看的，金属质感也很好，刚来的电脑运行速度也很快，流畅，屏幕显示效果不错。多于学生来讲算是性价比比较高了。客服也很有耐心的指导激活office。,1
还没用两次就黑屏醉了 真垃圾,0
电脑收到了，开机速度很快，网络速度一流，全金属外壳非常棒，送的东西也很不错,1
照相不好，触屏也不好,0
13香果然香啊！首先重量感觉就不一样，比13手感要强很多，而且原相机像素真的高，脸色一点点斑点都看的见，续航也很好?256大内存这次可以无限使用啦,1
客服服务太差，问了半天全是电脑回复，7号刚下单买的，8号就直接降价3百多，也不知道送个啥！！！差评,0
客服太不给力了，半天没解决问题,0
电脑非常好用～屏幕看的很舒服，很清晰，苹果的还是很厉害，没有噪音，运行速度很快，不卡顿，很多软件都适配了。,1
荣耀的品质咱就不多说了，用起来非常流畅，3050的显卡一般的主流游戏没有压力，AMD的CPU压标产品，非常流畅，声音和发热都在接受范围内，配个好点的鼠标键盘玩的飞起。,1
没完成配送，也不送货上门,0
① 物流非常快，第二天就收到快递了！快递小哥也很负责，确认姓名后才给我快递。，② M1 pro芯片真的很好，用很耗能的软件时电脑稍微有点发热，连风扇都不需要开启。，③ 键盘是全黑设计，个人感觉比之前黑银分明的键盘好看的多！，④ 触控ID变大，输入密码时使用触控ID非常方便！ ，⑤ 音响非常好！去苹果体验店时就被这款的音响效果惊到了。清晰、澄澈、极具氛围感的立体声效。，⑥ macOS更新的快速备忘录功能非常实用！可以在网页中高亮文本，并在备忘录里记录笔记。,1
收到货以后包装完好，机器完好无瑕疵，测试了一下功能，屏幕色域很好，系统流畅，UI设计师必备，冲冲冲！,1
严重发烫  玩游戏卡顿  对这个电脑有点失望,0
盒子打开后说明书是皱的，屏幕还有几个点，像是别人使用过退货的，京东购物唯一次差评。,0
颜值可以，很简约，性能在轻薄本里算独一档，轻度建模渲染也够用了，好评，疫情期间魔都的物流么，能理解，总体还是挺满意的。,1
旧手机内存不足，刚好赶上双十二就入手了13香！买了耐看的白色！真不错，各种丝滑！还好等待多时间不算太长，等了十几天就拿到手机了！真香！,1
外形外观：凑单买的，没想到质量跟专卖店一样，特别特别喜欢，而且价格优惠，屏幕音效：很好的购买平台，质量不错，特别是有品牌的，值得信赖，拍照效果：东西质量非常好，与卖家描述的完全一致，非常满意，运行速度：价格实惠，质量杠杠的，非常好的一次购物，下次还来，待机时间：?宝贝收到了，很惊喜?，设计合理，时尚大方，继续关注，以后会回购的???，其他特色：店家发货非常快，服务态度很好，应该是正品，一次很愉快的购物,1
买了没多久又**降价了,0
笔记本外壳三个油手印，很无语，客服态度很差很差！,0
一打游戏手机就发热！比小米还强,0
垃圾，什么都没送，四五千的东西就一根线和电脑，格局太小了,0
很喜欢，屏幕尺寸是我的需求，适中吧！其他的硬件，还是一如既往的OK,1
背侧外壳一侧有开封，用手轻压有异响，已退货，但是钱还没退回账户，找不到反馈的路径，京东售后一如既往的差。,0
收到手机第一件事，验机各项指标爱思全绿，1新手机开机速度快，2连WiF，下软件那叫一个快，3待机一天，好快呀，，4声音好大，5玩游戏画片贼清晰。,1
不好 买了就降了200心里不爽还不能价格保护,0
只能说非常非常非常差的电脑，连1000的电脑都不如，各种问题不断。,0
很好哦，非常快速，屏幕也很好，刚好不大不小。,1
华为笔记本，国内一流企业出品的产品，品质没得说，还有一些贴心人性化功能，在华为控制中心增加了很多贴心的功能，如截屏，录屏和语音识别功能，如隐蔽式摄像头，开机运行速度很快，程序运行流畅，电脑小巧精致，让人爱不释手，比以前用的联想笔记本电脑体验感要好，我家用的华为产品很多，华为手机和华为笔记本电脑给我的工作生活提供助力，愿华为产品市场占有率更高，让更多消费者享受华为产品的服务。,1
一代不如一代了，质量差的没法说,0
外形外观：全金属外观，A面撞色设计很好看，很有商务房，运行速度：十二代i5虽然续航和发热控制较差但是速度杠杠的，屏幕效果：很不错2.5k高色域的屏幕看着很爽,1
宝贝不错，运行流畅，无卡顿，玩英雄联盟无压力，这价位，这配置知足了，很不错！而且是这价位边框最窄的了，便携，美观，于一身的，不错，满意！,1
不咋滴，瑕疵机，有划痕和摄像头亮点，数据线插头部分有污点,0
用了一段时间，感觉性价比绝对最好，金属质感虽然重了一点，但是手感绝对不错。特别适合上班使用，用来打游戏就不太适合。单从上班或者平时办公来看，亮度感觉也差不多够了。好评好评。,1
回来测了一下、是正品。 绿色颜色特别清新、超级喜欢。 也没有网上说的绿屏、电池不耐用的说法。 拍照清晰、通信音质效果也不错、运行速度对我来说可以了。总之特别满意。,1
已经换货一次了，再换的也有明显的质量问题，本来只是用来办公的所以不再换了，能用就行,0
发货超快，质量非常满意，性价比很高，键盘布局合理，屏幕清楚，体积超薄，适合家庭出差使用。,1
thinkbook16+，真的是高颜值，高效率的办公电脑，机身1.8kg，超轻的，上班一般使用比较高耗能的软件，这款电脑也能很快的就计划，十分完美，超级喜欢，超级推荐这款电脑。618的价格也比较合适，有需要的朋友尽快入手，入手不亏，运行速度：非常快，屏幕效果：很清晰，散热性能：一点都不烫，外形外观：颜值爆表，轻薄程度：1.8kg，非常轻薄，其他特色：入手不亏,1
才第二天就死机了，用都没用，草,0
等了好久，终于到手，，性能：行业第一没问题；，拍照：光学防抖是真的香；，外观：必须选远峰蓝呀，大气又不会太过大众；，续航：用满满一天肯定没问题。,1
刚买完就降价，不想要了还不能退货,0
垃圾的很，买了不到三个月，指纹解锁就用不了了，还要求现在其他APP才可以重新用指纹解锁，真的是服了这么垃圾的东西,0
手机运行速度非常快，这一次的尽头模组非常大，派出的成像效果也非常好，刘海也减少了很多购物体验很好，价格也比较实惠，这个颜色什么是很好看。,1
外观没的说，轻便还很薄，粉色也比网页上看到的粉色更淡雅一些，着实惊喜，作为一个女买家，颜值足矣，爱不释手,1
11.20到手4899不到一个月3999，告诉我保价一周，太垃圾了吧,0
为什么一个绿点？客服不需要解释一下吗,0
我要退货，为什么不让退，电脑太卡了！,0
质量很好，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~???,1
电脑不错就是不带鼠标挺遗憾的，还有点划痕,0
物超所值这是不可能的，商品设计还可以，外观完美，让人爱而释手马上就退了。客服更是热情的没话说就算有也是和你说废话，这次购物很满意个鬼。商品一来键盘就坏了两个键，退货还拖拉。,0
实际体验效果还不错，很喜欢，由游戏本换到了商务本，很轻便，cad、广联达都可以，很不错的笔记本、也看了好久，终于下单，送的很快第二天就送到了,1
手机很不错，手感不错，屏幕也很大，音质也很好，价格也实惠，总体来说很满意。当时买的时候还在犹豫价格，买来之后一点都不后悔，而且物流还快，可以入手?大品牌！值得信赖！效果超级好！贵有贵的道理！很棒的商品！包装非常好，很严实，值这个价格,1
运行速度：非常的流畅，屏幕效果：没有坏点，完美屏，外形外观：中规中矩的商务本，轻薄程度：比我10年前的电脑轻很多，很便携,1
电脑很奈斯，很有质感，性价比很高，荣耀yyds,1
品控太差，越看越差。。。。。,0
抢了几次没抢到，都想着买其他手了，没想到最后一次居然抢到就买了。手机发货也很快，八号凌晨抢到的九号中午就到手了。使用有大半个月了，整体感觉不错，自适应刷新用起来很流畅。但系统上的bug还是很多，电池续航上也没有很理想，信号方面也不是很理想，而且很多应用和游戏并没有很好的适配，希望以后会越来越好吧,1
刚买的充电时无意间摸了下外壳，竟然漏电，手有刺痛感,0
买了10天，跌价300元！联系客服，说7天保价，还真是厉害，保价周期算的妥妥的，故意掐时间点来个跌价，让你无法使用保价。联想公司素质真不怎么样，专坑消费者，购买的时候请谨慎，价格周期要算好，希望广大消费者不要被坑。,0
我很诚恳地提醒大家，千万不要购买！！！！客服售后态度很差！！,0
东西太次了，风扇声音大，刚买的就发烫，刚刚买完就降价了，套路太深。,0
没有系统自装的office 2021客服也根本不理人,0
买个电脑不配鼠标，那买鼠标是不是可以不要配鼠标垫，有问题全是机器人回复！,0
电脑颜值确实很高，女生用起来轻巧方便，这个配置办公已经是相当好了，遇到有些东西不会操作，电脑的售后反应速度也很快，态度不错，解决问题也很好，比较满意。,1
颜值高，日常办公足够，机子手感很好，华为越来越人性化了，从手机到平板到笔记本都是用华为，支持国产，华为越来越棒！,1
外形外观：真好看，没得说，屏幕音效：双扬声器，杜比音效没得说，拍照效果：三个摄像头杠杠的，运行速度：快到起飞，待机时间：用一天没得问题，其他特色：好用没得说,1
这个电脑挺好的，颜值高，然后还有指纹解锁非常方便快捷，开机还挺好操作的！非常棒，这是我第一次买电脑，感觉挺不错的！,1
电脑非常轻便，非常适合出差使用，而且外观很漂亮，非常喜欢。,1
非常好用，无敌哈哈哈哈，续航不错，屏幕不错，win11系统,1
购买一个半月就有损坏，然后不能退只能换，不建议嘛,0
刚买回来的电脑，开机会闪屏，说实话不知道该说些什么，心情很复杂，麻烦给予退货退款，谢谢,0
插电了，到这一步十几分钟启动不了,0
这里都没打胶 真的无语了 以后再也不考虑联想了,0
相当失望，本来想联想好歹老品牌，笔记本边框缝隙大，问售后说模公差解决办法要自己去服务售后检查有无问题！以后还是买其它牌子,0
差评，来的时候空格键就没有回弹。,0
缺少电源充电器配件，差评,0
差，差，差，频繁断网,0
这款笔记本不错，非常喜欢，一直用华为，相信华为，加油华为，运行速度：快，屏幕效果：好，散热性能：非常好??，外形外观：漂亮，轻薄程度：??，其他特色：非常不错,1
闪屏，退了退了，哎，真倒霉，服了！！！！,0
死妈的联想给我发的电脑摄像头是坏的，我可是要用来复试的,0
套餐优惠，怎么每月还款70，套路贷？,0
通信有杂音和刺耳的高音，等待退货中,0
外形外观：好看，高级，拍照效果：很清晰，运行速度：果然非常流畅顺滑,1
活动买的非常优惠，运行速度：很好，很满意，很喜欢，值得购买。，用着也不卡   建筑系买的   还不错  推荐,1
运行速度：快，屏幕效果：清晰，外形外观：好看，轻薄程度：轻，运行速度：快，笔记本非常轻，速度快，上班办公够用！！！！！,1
显示无法安装office.，所以无法激活office，客服一直是智能回复，无语,0
电脑很不错自带键盘手感很好，都感觉不用买键盘了，使用很舒服，方便携带，充电器就是适配器，电脑配置也足够用了非常nice。,1
这款小新Air15真的可以用几个字来形容，&ldquo;轻、薄、快&rdquo;，用的时候不会卡，运行快，真的太好了，听歌啥的，音质都非常好。外观也好看，特别的适合女生。,1
已收到货撕保护膜就这样了,0
用了一段时间，总体上是不错的一台电脑。各方面都不错。价格很实惠，性价比很好了。期待华为的电脑做的越来越好吧。总之，电脑还是值得买的。推荐大家购买，很喜欢这次购买。，运行速度：快，屏幕效果：好,1
价格来回变，一条一个样，找客服也说不清楚,0
我艸泥?，第一次用苹果手机，什么吊猫充电线，也没充电头，我淦泥?啊。咋充电，?,0
拍照功能很强大，附图是拍的别的手机相片，已经很清楚了，微距焦功能很好用，对不怎么拍照的我来说，已经很惊喜了。最主要的是发货快，官网要等一个多月，京东两三天就发货了，这才是关键，满意,1
转轴里面有脏东西，还不给退,0
刚拿到手机、又降价100，**,0
反应速度快，画面清晰，色彩鲜艳，荣耀的忠实粉丝，非常满意,1
1，服务差，问****，几天老不回复，2.产品质量差，刚买不到十天，死机两次,0
买了还没一天就降一百，还不让报价！,0
很喜欢，等了那么久终于买到了，拍照效果很好，打游戏太流畅了，一点也不卡顿，外形外观：远峰蓝色是真的好看，待机时间：待机时间的话感觉还行，苹果的电池容量本来就小能接受,1
充电手机好烫，下次去手机店看看是不是假货,0
外形外观：骚红色很满意，屏幕音效：屏幕大小正好，屏占比高，运行速度：速度流畅，我的iphone7可以退役了，待机时间：待机时间一天一充，对于重度用户，我出行都会带充电宝，所以手机本身电量多少对我没有影响,1
买来一个月已经第四次充不进去电了，还有嘶嘶的异响声,0
电脑手感很好做工各方面很棒，而且按键手感不输万元的商务本，用起来很舒服，主要还是看上3050主要用于上班工作，偶尔打打游戏非常好，推荐！,1
运行速度：这款笔记本速度超快，开机速度10秒以内，运行各种程序均无压力。，屏幕效果：显示效果很好，色彩还原度较高。，散热性能：轻薄笔记本，散热效果很好，基本上没有发烫的情况发生，外形外观：外观很漂亮，适合女孩子使用。，其他特色：总体来说，这是一款很不错的笔记本，大学新生的首选。,1
关注联想这款笔记本很久了，一直等着活动价下单。收到货后，外观及重量都很满意，开机激活速度快。就是激活office，那个验证朝上图片让人崩溃，全对了也没验证成功，最后只好手机验证，秒通过。使用一段时间，摄像头隐私保护，指纹识别，键盘背光灯，各方面功能都不错，联想应用商店下载软件非常好用，满意。,1
运行速度：很快，自己分了盘，感觉操作很容易上手，屏幕效果：颜色很鲜亮，晚上有护眼模式，散热性能：很棒，电脑自动根据热度运行散热扇叶速度，外形外观：很漂亮，适合女孩子的粉色，轻薄程度：跟我朋友其他的几款比起来薄了很多,1
用了几天就充不了电了，淦,0
第一次京东购买手机，就这样吧，懒得撤销反馈了，凑合用，嫌麻烦！,0
货物不检查清楚就发货,0
速度是真的快，色彩是真的很赞，音响效果也很好。，打工人好好工作，奥利给,1
服务态度太差，京东平台有问题,0
用了半个月才来评价，电脑很流程，携带方便，充电续航时间也很长，正常办公是很好用的，开机速度很快，没玩游戏，不知道是否能正常运行，目前很满意，喜欢。,1
太不好用，建议大家不要买,0
刚买几天就降价，差了600块,0
运行速度：很快 美滋滋，屏幕效果：挺大的 看着舒服，外形外观：是喜欢的类型，轻薄程度：比我上一个薄多了,1
这类记还没用到10小时，屏幕直接玩黑屏了？,0
外观好看，颜色是淡粉色。清晰度特别棒！?客服也超级好。从开机激活所有步骤，一步一步的教。特别有耐心。给你一个大大的赞！这是一次很好的购物体验。,1
性价比超高，外观也漂亮，大屏幕办公玩游游戏看视频，都很给力，品控很好，各个面都很整齐，同价位综合性能最好，发货也超快，28号付款，当天就送到了????????,1
买了两台，其中一台发动机缝隙打，网上查是通病，给客服反应客服觉得是正常，问题无法得到有效解决，购买请慎重,0
外形外观：简约大气 低调奢华有内涵，运行速度：很快很好用，屏幕效果：清晰流畅，全能本之神！这个价位还要啥自行车啊 冲就对了,1
非常nice，，性能也很不错，，令室友很羡慕,1
好看吗，我自己DIY的手机壳，我好喜欢，首先，拍照真的提升很大了，照片清晰，分辨率高，电池也耐用，基本一天可以，不用充电，对于经常玩手机的人来说这点很重要,1
运行速度：很好，屏幕效果：高色域很不错，外形外观：很不错，反正作为，轻薄程度：重量和轻薄在接受范围类,1
启动速度很快，虽然里面装了很多华为的软件，但是对小孩使用来说还是挺方便的，下载东西直接可以从华为的应用里面去下载，感觉华为的很多细节做得还是很不错的。,1
买了一周多，隔三差五的开不了机，太垃圾了。。现在线上客服页没办法解决了，也退不了货，垃圾联想,0
手机一堆问题，听筒上方一大条缝，客服也不行,0
我比较喜欢联想的电脑，小新笔记本是我最喜欢的笔记本了，我比较喜欢英特尔，然后呢，又喜欢银色，然后呢，预算又不多，还好，这一款非常合适我，我非常喜欢，运行速度非常快，外观非常好看，早上下单，下午就到了，真快。,1
这款机子是北京调货的，经历了快递的蹂躏?。看外包装就知道了。还好内部箱子没变形太多，也没有伤到机器。，开机就需要注册微软账户，有点复杂。一番折腾进到桌面，速度很快。普通办公很适合，非常轻薄，还有华为分享，赞一个。希望能无故障用上几年。,1
收到啦，很不错，非常喜欢，值得购买，(*^__^*) 嘻嘻屏幕很好产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验一如既往的好品质，非常喜欢的一款产品，非常棒！o(*￣︶￣*)o?宝贝收到了，很惊喜?，设计合理，时尚大方，继续关注，以后会回购的???外观设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！物超所值，话不多说，这四个字已经说明了一切,1
发京东快递送货就是快，京东大平台值得相信，手机外形外观大气，高端大气上档次，低调奢华有内涵，颜色鲜艳，是我想要的，非常满意喜欢，也很有质感，拍照效果清晰，堪比大片，买手机选京东，别犹豫，快递服务态度好，赞个,1
用了不到10天，充电器线破了，要求换线，发消息不回，还不给换,0
刚买一个月就掉价了，还不给退差价,0
京东自营商城:，产品质量不错，服务态度好！，感谢导购10号小妹妹的热心服务，一点点的给指导安装调试，真心感谢！，运行速度：速度快，静音效果不错，屏幕效果：非常好，散热性能：好，外形外观：简洁大方，轻薄程度：刚刚好,1
刚买回来屏幕有一条黑线，直接申请换货了,0
刚刚买完就降价，还没办法价保。见鬼了,0
运行速度：开机速度很快，指纹解锁体验很好，屏幕效果：大屏看起来真的很好，外形外观：笔记本很薄，很轻，随身携带无压力，其他特色：为了工作入手的，目前用起来很顺手，开机速度快，各种程序能兼容,1
买了就听直升飞机起飞声音吧,0
真的很垃圾 键盘很塑料 鼠标也要点好几次才有反应,0
店大欺客，手机信号不好，要求换不换，还在七天已内，要求无理由退货，也不退。态度也不好。说你自己去看无理由退货的要求。真的是假啊,0
非常好用，性能很强，速度很快，屏幕很好，唯一缺点续航可能有点不太行。颜值也很棒。,1
颜色很赞，手感也好好。当然是一如既往地喜欢啊。拿到手后就下载王者荣耀来了一把，可比之前的7P流畅多了。赠送的applecare也很给力，感觉可以不带手机壳玩一年哈哈哈哈,1
卡死，反应慢，不想说,0
配置和描述的不服，欺骗消费者，描述上是有局域网的，发来后没有网口,0
这就是所谓华为电脑的品质，才买不到一个月，工作上写了一阵ppt，就自动重启了，也没保存上。那酸爽无法言语。,0
电脑还可以指纹解锁。非常棒！很喜欢，电脑性能好。颜值也特别高。很好看。鼠标的灯有好几种颜色。特别喜欢这台电??，屏幕效果：很清晰的，轻薄程度：很薄。方便携带,1
款式新颖设计独特，包装完好，做工精致，手感舒适，快充套装很好用，满意,1
买了以后一个月就坏了，扯了一个礼拜以后换新了，联想质量太一般了,0
很好，很快，好用，14寸的对我来说也很大了，总之很满意。已经用了好几天了，没有任何不满，没有感觉刘海的存在,1
客服太烂了 一问三不知 什么都解决不了 还转专业人员 妈的全是机器人回答气死我了售后服务真不行退款吧,0
人脸识别脱下眼镜就不认识人了，指纹识别写在那里，但是是没有指纹识别，最后还是输入密码，安装ps之后，开始卡顿，怕是兼容不了做图这么大的文件。正常是office办公软件是OK的。用了两天，充电很快。满电可以持续工作4小时左右。,0
一天三冲，电池垃圾！拍照垃圾！,0
用了不到一个月，网卡就坏了，还让我返修寄过去。换新机我都不一定要！我耽误的时间怎么算？,0
同学买的这款说好用，推荐给我的，昨天晚上下单今天中午就收到货了，外观好看，开机也快，，运行速度：很快，屏幕也很清晰，散热还可以，,1
用起来不错，很顺畅，外观也不错，手感也不错，                    优惠力度很大，客服也很给力，回复速度快。,1
电脑使用了一段时间了，很好用，颜色看起来高级好看，原相机拍的，很好看,1
买了两台，其中一台发动机缝隙打，网上查是通病，给客服反应客服觉得是正常，问题无法得到有效解决，购买请慎重,0
电脑收到了，很漂亮，非常喜欢，买来办公的，作为生产工具这款电脑很合适,1
外形外观：后壳轻轻按压按压会有声响，镜头附近也有一块一按就响（下边有视频，镜头的没拍，太晚了），还有一个问题，刚收到货连不上wifi，总断，后来客服让下载的插件，运行速度：一般，只用办公软件写写东西，一个月出现过两次卡顿超过3分钟，（真是客观评价，整体可能还可以，但是细节真的不行，我没退的原因一方面是我着急用写论文，一方面是有的毛病发现的晚，不知道我发现机器的毛病常不常见）所以只是给你们做个参考。散热和轻薄度还可以,0
质量差，才用了几天，音响就不出声音了！！！,0
快递送货速度快，包装严实很好的购物体验，笔记本性价比很高，I5十代处理器搭配16G存储512G固态硬盘，虽然集成显卡，应付平时办公学习足够用了，窄边框设计看起来很舒服，笔记本很轻很薄携带方便，散热孔设计的非常给力，不用担心散热的问题，很满意的一次购物，好评！！！！,1
服务周到。非常值得信赖的大平台。方便，快捷。老百姓的好网购平台。,1
物流很慢 有点厚重 什么都没送 不是很理想 客服也不怎么理人,0
昨天买的，今天就收到了，速度太快了。电脑质感蛮好的，轻薄，颜色大气，屏幕也蛮大的。,1
笔记本很不错 犹豫了好久了 终于在这天拿下了它 第一台也是荣耀的笔记本 很不错 用了三四年了 今年换来换取也是想选荣耀 希望越来越好,1
没什么感觉，屏幕都没有贴膜,0
送货超级快的，开箱开机第一感觉是屏幕看起来太喜欢了，而且手感非常好，再者是拍照效果真的太好了，比起11 升级了很多。使用了好一阵子，整体感受非常好，轻度使用可以用一天，还有就是12 比11 要轻差不多30g左右，但是性能更为强大，搭载最新A14仿生芯片，流畅自然，特别好用，特别满意。,1
很不错的手机，手感很好，方方正正拿着舒服，5g速度很快的，幸好有以前办的大流量卡流量还够用，系统用着还是流畅，游戏性能很好,1
轻薄本，身材小，但是性能非常强，加了独立显卡好啊，比游戏本低调很多，轻很多，散热非常好，低负载静音不错。windows hello自动人脸识别登录好用。屏幕好，音效比较震撼。做工很好，手感不错。看了很多款，联想yoga定位还是很好的。,1
相机就是一坨屎，比华为差了不是一点点,0
运行速度：电脑速度很快，屏幕效果：感官柔和，特此是电脑自带小键盘用着更方便，散热性能：连续用了几个小时都没有一点热度，几乎无噪音，大品牌值得信赖！，外形外观：外观漂亮，潮流。，轻薄程度：手感很好，15.6适合,1
运行速度：电脑性能还可以，屏幕效果：色彩效果好，散热性能：良好，外形外观：美观大气上档次，轻薄程度：中端机里面轻薄做的还算不错，其他特色：人脸识别很好,1
外形外观：简约，运行速度：听说这个电脑平衡度很好 AMD的cpu发热没有那么大,1
运行速度：当你选择一台笔记本时，你永远可以选择相信苹果，因为它不会让你失望，尤其是运行速度方面，记住不要用它看视频什么的，因为有iPad。，屏幕效果：屏幕质感很好，色域大，饱满，作图不成问题。，轻薄程度：超级轻薄，带着电脑可以轻松办公。,1
差的一批 大家别买别被坑了,0
超级垃圾，拿来没两天就经常黑屏闪退，其次声音外放不了,0
谁能拒绝一个会闪屏的屏幕呢,0
性能强悍，散热功耗都控制的很好。体积小，重量不重，做工好，接口多，屏幕清晰度色彩饱和度都很好，是这个价位的笔记本里很有竞争力的选择，买了不亏,1
买了没几天直接再便宜200大洋,0
质量非常好，效果不错，可以，速度快，屏幕清楚，操作流畅，超出我的想象，非常棒！,1
买完三天就搞活动 领券减四百 还不能价保 8898请问参加的啥闪购,0
店家服务态度不好，买完一周就降价了，还不支持保价，给的快递点导航也是错的，来回兜圈子，浪费时间，取快递时流的汗就是我选择这个电脑时脑子进的水,0
屏幕刷新率不符，其他还没看到问题，在使用几天看。,0
外形外观：非常喜欢，外观大小合适。，拍照效果：拍照效果非常好，去年十一月买的13，因为对长焦镜头有需求，升级了13 pro非常满意。，运行速度：运行速度，非常好，备用机i8现在依然在服役，这个简直不要太快了。，待机时间：工作期间接电话，回微信，偶尔打几把游戏，玩抖音，早上九点能坚持到下午5点。还是不错。,1
不是，刚买回来第二天这个插口摇摇晃晃？？这是个什么事,0
